"seq_id","tpt","true_x","true_y","in_kids"
"increasing_sine",14,14,2.8273530427804,FALSE
"radial_1",14,0,0,TRUE
"radial_2",14,1.76333250763671,0.943747035763095,FALSE
"plus",14,0.0711419006844434,-1.99873430699706,TRUE
"radial_increasing",14,0,0,FALSE
"spiky_circle_1",14,-2.93892626146237,4.04508497187474,FALSE
"spiky_circle_2",14,-2.20419469609677,3.03381372890605,FALSE
"oval",14,-4.33012701892219,-1.25,FALSE
"zigzag_widening",14,-7.77945185137673,-12.1544283655017,TRUE
"zigzag_increasing",14,13.6437944912922,-3.72113851924186,FALSE
"zigzag_increasing_widening",14,17.6031788866413,-11.921748742735,FALSE
"quadratic",14,4,1.2,FALSE
"cubic",14,4,-0.32,FALSE
"gold_star",14,-0.112364765007377,-1.84433937277225,FALSE
"2_pts",14,0,0,FALSE
"3_pts",14,2,0,TRUE
"square_spiral",14,-2,2,TRUE
"hexagon_spiral",14,2.01366974606292,-0.454003723381427,FALSE
"star_spiral",14,-18,-6.62741699796954,FALSE
"triangle_spiral",14,-1.99999999999997,10.3923048454133,FALSE
"f_curly_1",14,3.02446307200401,-2.27969575997167,FALSE
"f_curly_2",14,-3.28056003678854,-4.47562600546816,TRUE
"hourglass_1",14,0,1,TRUE
"hourglass_2",14,2,0,FALSE
"3_lines_of_3",14,2,1,FALSE
"increasing_lines",14,4,4,TRUE
"zigzag_1",14,-5.49408153777083,-1.39025791219368,TRUE
"zigzag_2",14,-4.825965066151,2.971163103295,TRUE
"zigzag_3",14,-8.63867582396873,5.0371896935075,TRUE
"stairs",14,-17.2318771450238,15.6548495855413,TRUE
"stairs_2",14,10.4731383000136,7.36976079318647,TRUE
"growing_stairs_1",14,-2.66100219436419,-11.3542532701005,FALSE
"growing_stairs_2",14,4.05589388673688,9.14055385518462,FALSE
"alternating_diff_1",14,7,1,TRUE
"alternating_diff_2",14,14,0,TRUE
"alternating_diff_3",14,7,2,FALSE
"sine",15,15,1.95086352047135,TRUE
"sine_line",15,15,16.9508635204714,FALSE
"line",15,15,15,FALSE
"spiral_inward",15,4.71700849718747,10.4254058325992,FALSE
"spiral_outward",15,2.03299150281253,6.19359096898324,TRUE
"triangle_1",15,2.05391259555654e-15,-1.66533453693773e-15,TRUE
"triangle_2",15,1.5,2.59807621135332,FALSE
"square_1",15,-3.44169137633799e-15,0.999999999999997,FALSE
"square_2",15,3,-7.34788079488412e-16,TRUE
"hexagon",15,0.999999999999999,1.73205080756888,TRUE
"octagon",15,-0.707106781186545,0.707106781186548,FALSE
"star_octagon",15,0.707106781186549,0.707106781186545,FALSE
"star_hexagon",15,1,-4.24605927005304e-16,FALSE
"star_pentagon",15,-1.11022302462516e-16,7.7715611723761e-16,FALSE
"increasing_sine",15,15,4.25107507882262,FALSE
"radial_1",15,-0.97911280731758,-0.203317757578349,TRUE
"radial_2",15,0,0,FALSE
"plus",15,0,0,TRUE
"radial_increasing",15,-0.363551002487102,0.931574295797508,FALSE
"spiky_circle_1",15,-4.41941738241592,4.41941738241592,FALSE
"spiky_circle_2",15,-3.53553390593274,3.53553390593274,FALSE
"oval",15,-3.53553390593274,-1.76776695296637,FALSE
"zigzag_widening",15,-15.0271110290573,-5.93177326946886,TRUE
"zigzag_increasing",15,14.1647310792304,-5.03591038969974,FALSE
"zigzag_increasing_widening",15,10.7797477194673,-13.7766846194808,FALSE
"quadratic",15,5,1.875,FALSE
"cubic",15,5,-0.625,FALSE
"gold_star",15,-0.438157573414163,-0.898898181586664,FALSE
"2_pts",15,1,0,FALSE
"3_pts",15,0,0,TRUE
"square_spiral",15,-3,2,TRUE
"hexagon_spiral",15,2.72077652724947,0.253103057805121,FALSE
"star_spiral",15,-1,-6.62741699796955,FALSE
"triangle_spiral",15,-6.49999999999998,2.59807621135333,FALSE
"f_curly_1",15,4.00168965007175,-2.46780799751126,FALSE
"f_curly_2",15,-2.75495159896362,-3.84939154689885,TRUE
"hourglass_1",15,1,1,TRUE
"hourglass_2",15,0,1,FALSE
"3_lines_of_3",15,0,2,FALSE
"increasing_lines",15,0,5,TRUE
"zigzag_1",15,-5.79764444030371,-0.437446512069917,TRUE
"zigzag_2",15,-4.99806016888638,3.95624344297015,TRUE
"zigzag_3",15,-8.75402119792626,6.03051514103545,TRUE
"stairs",15,-17.7155657930327,17.5954797130482,TRUE
"stairs_2",15,10.5961565740166,9.36597383398681,TRUE
"growing_stairs_1",15,-3.35758705880717,-12.0717276784448,FALSE
"growing_stairs_2",15,4.92879862898691,9.62844453039518,FALSE
"alternating_diff_1",15,7,0,TRUE
"alternating_diff_2",15,15,-2,TRUE
"alternating_diff_3",15,8,3,FALSE
"sine",16,16,-0.863709949995196,TRUE
"sine_line",16,16,15.1362900500048,FALSE
"line",16,16,16,FALSE
"spiral_inward",16,2.59200849718747,10.4254058325992,FALSE
"spiral_outward",16,-0.592008497187472,6.19359096898324,TRUE
"triangle_1",16,1,4.21544602151591e-15,TRUE
"triangle_2",16,1,1.73205080756888,FALSE
"square_1",16,9.68894042502251e-16,-2.77555756156289e-15,FALSE
"square_2",16,3,0.999999999999999,TRUE
"hexagon",16,-1.4432899320127e-15,1.73205080756887,TRUE
"octagon",16,3.77475828372553e-15,1.88737914186277e-15,FALSE
"star_octagon",16,-3.66373598126302e-15,2.99760216648792e-15,FALSE
"star_hexagon",16,0.777479066043686,0.974927912181823,FALSE
"star_pentagon",16,1,-6.92420041739214e-16,FALSE
"increasing_sine",16,16,4.70620746468457,FALSE
"radial_1",16,0,0,TRUE
"radial_2",16,0.527608614525381,0.849487580767728,FALSE
"plus",16,0.999367153498528,0.0355709503422216,TRUE
"radial_increasing",16,-0.727102004974204,1.86314859159502,FALSE
"spiky_circle_1",16,-4.04508497187474,2.93892626146236,FALSE
"spiky_circle_2",16,-3.03381372890605,2.20419469609677,FALSE
"oval",16,-2.5,-2.1650635094611,FALSE
"zigzag_widening",16,-8.89080211585912,-13.890775274859,TRUE
"zigzag_increasing",16,14.6856676671685,-6.35068226015763,FALSE
"zigzag_increasing_widening",16,3.95631655229335,-15.6316204962265,FALSE
"quadratic",16,6,2.7,FALSE
"cubic",16,6,-1.08,FALSE
"gold_star",16,2.94108677937e-15,-5.160483153856e-16,FALSE
"2_pts",16,0,0,FALSE
"3_pts",16,1,0,TRUE
"square_spiral",16,-3,1,TRUE
"hexagon_spiral",16,2.33809309488438,1.17698259031641,FALSE
"star_spiral",16,16,-6.62741699796956,FALSE
"triangle_spiral",16,-11,-5.19615242270661,FALSE
"f_curly_1",16,4.84385395873249,-2.13657291800043,FALSE
"f_curly_2",16,-3.59191793818661,-3.08705474927237,TRUE
"hourglass_1",16,0,0,TRUE
"hourglass_2",16,1,1,FALSE
"3_lines_of_3",16,1,2,FALSE
"increasing_lines",16,1,5,TRUE
"zigzag_1",16,-6.10120734283659,0.515364888053849,TRUE
"zigzag_2",16,-5.57292754293104,3.13799684061912,TRUE
"zigzag_3",16,-8.86936657188378,7.0238405885634,TRUE
"stairs",16,-19.6935738800272,17.8912566691901,TRUE
"stairs_2",16,11.5942630944167,9.30446469698532,TRUE
"growing_stairs_1",16,-4.05417192325015,-12.7892020867891,FALSE
"growing_stairs_2",16,4.44090795377635,10.5013492726452,FALSE
"alternating_diff_1",16,8,0,TRUE
"alternating_diff_2",16,16,0,TRUE
"alternating_diff_3",16,8,0,FALSE
"sine",17,17,-2.88419247563867,TRUE
"sine_line",17,17,14.1158075243613,FALSE
"line",17,17,17,FALSE
"spiral_inward",17,0.973974508437579,9.24983532801427,FALSE
"spiral_outward",17,-2.81680523171858,4.57718152517894,TRUE
"triangle_1",17,0.499999999999999,0.866025403784441,TRUE
"triangle_2",17,0.499999999999999,0.866025403784442,FALSE
"square_1",17,1,3.35015235672023e-15,FALSE
"square_2",17,3,2,TRUE
"hexagon",17,-0.5,0.866025403784435,TRUE
"octagon",17,1,4.95023410100433e-15,FALSE
"star_octagon",17,0.999999999999996,-5.5774013500899e-15,FALSE
"star_hexagon",17,-0.123489801858733,0.541044173064266,FALSE
"star_pentagon",17,0.190983005625053,0.587785252292474,FALSE
"increasing_sine",17,17,3.97495398398266,FALSE
"radial_1",17,-0.746277685518548,-0.665634746762126,TRUE
"radial_2",17,1.05521722905076,1.69897516153546,FALSE
"plus",17,1.99873430699706,0.0711419006844433,TRUE
"radial_increasing",17,-1.09065300746131,2.79472288739252,FALSE
"spiky_circle_1",17,-5.5687907761773,2.83744062337217,FALSE
"spiky_circle_2",17,-3.34127446570638,1.7024643740233,FALSE
"oval",17,-1.29409522551261,-2.41481456572267,FALSE
"zigzag_widening",17,-16.8248186315334,-6.9408557120866,TRUE
"zigzag_increasing",17,15.2066042551067,-7.66545413061551,FALSE
"zigzag_increasing_widening",17,-2.86711461488064,-17.4865563729723,FALSE
"quadratic",17,7,3.675,FALSE
"cubic",17,7,-1.715,FALSE
"gold_star",17,-0.89889818158666,0.438157573414166,FALSE
"2_pts",17,1,0,FALSE
"3_pts",17,2,0,TRUE
"square_spiral",17,-3,1.33226762955019e-15,TRUE
"hexagon_spiral",17,1.95540966251929,2.10086212282769,FALSE
"star_spiral",17,2.56497115745562,6.80761184457486,FALSE
"triangle_spiral",17,-0.999999999999998,-5.19615242270661,FALSE
"f_curly_1",17,5.23318744704759,-1.51740086536887,FALSE
"f_curly_2",17,-4.98769360147212,-3.5748643467072,TRUE
"hourglass_1",17,1,0,TRUE
"hourglass_2",17,2,1,FALSE
"3_lines_of_3",17,2,2,FALSE
"increasing_lines",17,2,5,TRUE
"zigzag_1",17,-6.56029535815829,-0.373025901063186,TRUE
"zigzag_2",17,-6.1477949169757,2.31975023826809,TRUE
"zigzag_3",17,-9.86269201941173,6.90849521460587,TRUE
"stairs",17,-20.1772625280361,19.8318867966969,TRUE
"stairs_2",17,12.5923696148169,9.24295555998383,TRUE
"growing_stairs_1",17,-4.75075678769313,-13.5066764951334,FALSE
"growing_stairs_2",17,3.9530172785658,11.3742540148952,FALSE
"alternating_diff_1",17,8,1,TRUE
"alternating_diff_2",17,17,0,TRUE
"alternating_diff_3",17,9,1,FALSE
"sine",18,18,-2.25296174031503,TRUE
"sine_line",18,18,15.747038259685,FALSE
"line",18,18,18,FALSE
"spiral_inward",18,0.394567643984552,7.46660435996085,FALSE
"spiral_outward",18,-3.70522909054655,1.84289404083037,TRUE
"triangle_1",18,-1.66533453693773e-16,1.99840144432528e-15,TRUE
"triangle_2",18,-2.22044604925031e-15,4.2188474935756e-15,FALSE
"square_1",18,0.999999999999993,1,FALSE
"square_2",18,3,3,TRUE
"hexagon",18,4.9960036108132e-16,-3.10862446895044e-15,TRUE
"octagon",18,1.70710678118655,0.707106781186555,FALSE
"star_octagon",18,0.292893218813456,0.707106781186549,FALSE
"star_hexagon",18,0.499999999999999,-0.240787309403764,FALSE
"star_pentagon",18,0.499999999999999,-0.36327126400268,FALSE
"increasing_sine",18,18,2.14143046553114,FALSE
"radial_1",18,0,0,TRUE
"radial_2",18,0,0,FALSE
"plus",18,0,0,TRUE
"radial_increasing",18,-1.45420400994841,3.72629718319003,FALSE
"spiky_circle_1",18,-4.75528258147577,1.54508497187473,FALSE
"spiky_circle_2",18,-4.75528258147577,1.54508497187473,FALSE
"oval",18,-9.18485099360515e-16,-2.5,FALSE
"zigzag_widening",18,-10.0021523803415,-15.6271221842164,TRUE
"zigzag_increasing",18,15.7275408430449,-8.9802260010734,FALSE
"zigzag_increasing_widening",18,-9.69054578205464,-19.341492249718,FALSE
"quadratic",18,8,4.8,FALSE
"cubic",18,8,-2.56,FALSE
"gold_star",18,-1.22469098999345,1.38359876459975,FALSE
"2_pts",18,0,0,FALSE
"3_pts",18,0,0,TRUE
"square_spiral",18,-3,-0.999999999999999,TRUE
"hexagon_spiral",18,1.5727262301542,3.02474165533898,FALSE
"star_spiral",18,-10.8700576850888,20.2426406871193,FALSE
"triangle_spiral",18,9,-5.19615242270662,FALSE
"f_curly_1",18,5.09492066330989,-0.996215573448379,FALSE
"f_curly_2",18,-5.37330464009352,-4.98717451246051,TRUE
"hourglass_1",18,0,1,TRUE
"hourglass_2",18,0,0,FALSE
"3_lines_of_3",18,0,0,FALSE
"increasing_lines",18,3,5,TRUE
"zigzag_1",18,-7.01938337347998,-1.26141669018022,TRUE
"zigzag_2",18,-6.72266229102036,1.50150363591707,TRUE
"zigzag_3",18,-10.8560174669397,6.79314984064835,TRUE
"stairs",18,-22.1552706150306,20.1276637528388,TRUE
"stairs_2",18,12.7153878888199,11.2391686007842,TRUE
"growing_stairs_1",18,-5.44734165213611,-14.2241509034776,FALSE
"growing_stairs_2",18,3.46512660335524,12.2471587571453,FALSE
"alternating_diff_1",18,9,1,TRUE
"alternating_diff_2",18,18,0,TRUE
"alternating_diff_3",18,9,2,FALSE
"sine",19,19,0.449631628988857,TRUE
"sine_line",19,19,19.4496316289889,FALSE
"line",19,19,19,FALSE
"spiral_inward",19,0.935347384140709,5.80225545644433,FALSE
"spiral_outward",19,-2.77817810742171,-1.01027550805509,TRUE
"triangle_1",19,1,5.28825285348458e-16,TRUE
"triangle_2",19,0.999999999999998,1.9526319345164e-15,FALSE
"square_1",19,-6.99440505513849e-15,0.999999999999994,FALSE
"square_2",19,2,3,TRUE
"hexagon",19,1,-3.84341254843885e-15,TRUE
"octagon",19,1.70710678118654,1.70710678118656,FALSE
"star_octagon",19,0.292893218813445,-0.292893218813451,FALSE
"star_hexagon",19,1.12348980185873,0.541044173064265,FALSE
"star_pentagon",19,0.809016994374948,0.587785252292473,FALSE
"increasing_sine",19,19,-0.406656917216553,FALSE
"radial_1",19,-0.313478060555454,-0.949595443096896,TRUE
"radial_2",19,0.0321786730506273,0.999482132406928,FALSE
"plus",19,-0.0355709503422216,0.999367153498528,TRUE
"radial_increasing",19,-1.81775501243551,4.65787147898754,FALSE
"spiky_circle_1",19,-6.17305212871961,0.977715406501438,FALSE
"spiky_circle_2",19,-3.70383127723177,0.586629243900863,FALSE
"oval",19,1.2940952255126,-2.41481456572267,FALSE
"zigzag_widening",19,-18.6225262340096,-7.94993815470434,TRUE
"zigzag_increasing",19,16.2484774309831,-10.2949978715313,FALSE
"zigzag_increasing_widening",19,-16.5139769492286,-21.1964281264638,FALSE
"quadratic",19,9,6.075,FALSE
"cubic",19,9,-3.645,FALSE
"gold_star",19,-2.17013218117903,1.05780595619296,FALSE
"2_pts",19,1,0,FALSE
"3_pts",19,1,0,TRUE
"square_spiral",19,-3,-2,TRUE
"hexagon_spiral",19,1.19004279778911,3.94862118785027,FALSE
"star_spiral",19,-10.8700576850888,-0.757359312880716,FALSE
"triangle_spiral",19,3.5,4.3301270189222,FALSE
"f_curly_1",19,4.63740620736616,-0.906358898867238,FALSE
"f_curly_2",19,-4.56305136293796,-5.73236968962842,TRUE
"hourglass_1",19,1,1,TRUE
"hourglass_2",19,1,0,FALSE
"3_lines_of_3",19,1,0,FALSE
"increasing_lines",19,4,5,TRUE
"zigzag_1",19,-7.32294627601286,-0.308605290056455,TRUE
"zigzag_2",19,-6.89475739375574,2.48658397559221,TRUE
"zigzag_3",19,-11.8493429144676,6.67780446669083,TRUE
"stairs",19,-22.6389592630395,22.0682938803457,TRUE
"stairs_2",19,13.71349440922,11.1776594637827,TRUE
"growing_stairs_1",19,-6.14392651657909,-14.9416253118219,FALSE
"growing_stairs_2",19,2.97723592814468,13.1200634993953,FALSE
"alternating_diff_1",19,9,0,TRUE
"alternating_diff_2",19,19,-2,TRUE
"alternating_diff_3",19,10,3,FALSE
"sine",20,20,2.73883575218288,TRUE
"sine_line",20,20,22.7388357521829,FALSE
"line",20,20,20,FALSE
"spiral_inward",20,2.25,4.84710442146906,FALSE
"spiral_outward",20,-0.250000000000003,-2.84710442146907,TRUE
"triangle_1",20,0.500000000000003,0.866025403784441,TRUE
"triangle_2",20,2,-3.13583624542789e-16,FALSE
"square_1",20,4.27667836147328e-15,-6.21724893790088e-15,FALSE
"square_2",20,1,3,TRUE
"hexagon",20,1.5,0.866025403784434,TRUE
"octagon",20,0.999999999999992,2.4142135623731,FALSE
"star_octagon",20,1,0.414213562373088,FALSE
"star_hexagon",20,0.222520933956315,0.974927912181824,FALSE
"star_pentagon",20,-2.22044604925031e-16,9.99200722162641e-16,FALSE
"increasing_sine",20,20,-3.05925552429054,FALSE
"radial_1",20,0,0,TRUE
"radial_2",20,0.0643573461012545,1.99896426481386,FALSE
"plus",20,-0.0711419006844431,1.99873430699706,TRUE
"radial_increasing",20,0,0,FALSE
"spiky_circle_1",20,-5,-3.82856869892695e-15,FALSE
"spiky_circle_2",20,-3.75,-2.87142652419521e-15,FALSE
"oval",20,2.5,-2.1650635094611,FALSE
"zigzag_widening",20,-11.1135026448239,-17.3634690935738,TRUE
"zigzag_increasing",20,16.7694140189213,-11.6097697419892,FALSE
"zigzag_increasing_widening",20,-23.3374081164026,-23.0513640032095,FALSE
"quadratic",20,10,7.5,FALSE
"cubic",20,10,-5,FALSE
"gold_star",20,-3.06903036276569,1.49596352960713,FALSE
"2_pts",20,0,0,FALSE
"3_pts",20,2,0,TRUE
"square_spiral",20,-2,-2,TRUE
"hexagon_spiral",20,0.190042797789112,3.94862118785027,FALSE
"star_spiral",20,-10.8700576850889,-21.7573593128807,FALSE
"triangle_spiral",20,-2.00000000000001,13.856406460551,FALSE
"f_curly_1",20,4.24031208714118,-1.34971215984288,FALSE
"f_curly_2",20,-4.00879718813653,-5.13235175009777,TRUE
"hourglass_1",20,0,0,TRUE
"hourglass_2",20,2,0,FALSE
"3_lines_of_3",20,2,0,FALSE
"increasing_lines",20,5,5,TRUE
"zigzag_1",20,-7.62650917854574,0.644206110067312,TRUE
"zigzag_2",20,-7.06685249649112,3.47166431526736,TRUE
"zigzag_3",20,-12.8426683619956,6.5624590927333,TRUE
"stairs",20,-24.616967350034,22.3640708364876,TRUE
"stairs_2",20,14.7116009296202,11.1161503267812,TRUE
"growing_stairs_1",20,-5.06771490406269,-15.9865026084864,FALSE
"growing_stairs_2",20,3.85014067039471,13.6079541746058,FALSE
"alternating_diff_1",20,10,0,TRUE
"alternating_diff_2",20,20,0,TRUE
"alternating_diff_3",20,10,0,FALSE
