changepoints,func,init_angle,init_speed,particle,pred_x,pred_y,scale_x,scale_y,score,seq_id,shape_x,shape_y,tpt,true_x,true_y,sampled_sd_x,sampled_sd_y,sd_x,sd_y
,,,,1,,,,,,triangle_1,,,0,0.0,0.0,,,,
,,,,1,,,,,,triangle_1,,,1,1.0,0.0,,,,
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",3.258179010035993,2.262332121497155,1,1.892537802793422,-2.0788272892528874,28.34947438861311,15.886055853958643,-21.619193189284715,triangle_1,58.49664926706567,99.68299053256656,2,0.5000000000000002,0.8660254037844387,0.0263774479442138,0.1489848311202029,0.0263774479442138,0.1489848311202029
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.996861856347088,0.6449828288924215,1,0.496820644501497,1.5110003965280991,13.5487199592211,31.0372841722089,-20.54231498867072,triangle_1,75.91483643344966,72.28759527917681,3,-2.220446049250313e-16,3.3306690738754696e-16,0.0954267938091951,0.0600922575195863,0.0954267938091951,0.0600922575195863
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",3.421772530651769,0.2125971860921407,1,0.1307695265803185,-0.1676212828141328,5.607717557818307,8.136328733134992,-23.03042613972391,triangle_1,31.294096905589885,99.509527991402,4,0.9999999999999998,8.813754755807632e-17,0.1335744816260538,0.0946802441415978,0.1335744816260538,0.0946802441415978
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.0288521705910037,1.083089149440206,1,2.081977016744762,0.0490697551574627,12.7806986955174,39.11496987060455,-19.44270480937748,triangle_1,75.68526048827185,87.20601694307729,5,0.5000000000000006,0.8660254037844393,0.1318400981003999,0.0710656468369164,0.1318400981003999,0.0710656468369164
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.4368773346128725,0.458302953807209,1,0.1454428240546219,1.156423073289638,15.72601506500468,4.186961494681222,-18.778707746044443,triangle_1,68.54837403127038,61.536059701875615,6,-7.771561172376097e-16,1.4432899320127037e-15,0.1194043123479797,0.0845144407355832,0.1194043123479797,0.0845144407355832
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.5365697074407354,0.8252165168308802,1,-0.5490529096017088,-0.6160545447510205,27.275428892876608,15.803291885285232,-19.07555457788065,triangle_1,54.87237170662453,94.18778023288884,7,0.9999999999999992,-8.229256270464883e-16,0.0264434936431971,0.1119420939304058,0.0264434936431971,0.1119420939304058
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.1480472529553411,0.9710714005890916,1,1.944931525462139,-0.2237947211840648,22.145367199221507,7.354550138429057,-18.73604542785464,triangle_1,75.38495347185145,82.19772103967246,8,0.5000000000000018,0.8660254037844394,0.1194884834966906,0.0664386347633279,0.1194884834966906,0.0664386347633279
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.891198215861735,1.07843973364647,1,0.3165847178638079,1.9287535408855367,14.901993126537644,38.77889957617489,-20.807371678016583,triangle_1,83.72012682534894,37.47253510752339,9,2.220446049250313e-16,1.6653345369377348e-15,0.0982286878917605,0.1259008159815818,0.0982286878917605,0.1259008159815818
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.8359041297482142,0.7223176953931469,1,0.1841305876331889,-0.6984545652910583,10.596804816799027,21.913473666109542,-21.99328254608413,triangle_1,73.46845563044594,104.8364443929165,10,1.0000000000000002,9.30546457449323e-16,0.0869035536864021,0.110122411926135,0.0869035536864021,0.110122411926135
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-3.51463228447872,0.2404861687928272,1,1.173912614783828,0.1660963569730063,6.745095592451789,12.03520099051552,-19.949318319358937,triangle_1,47.38165720006677,71.37848763377235,11,0.4999999999999999,0.8660254037844394,0.1216974316440023,0.093261081873287,0.1216974316440023,0.093261081873287
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.861079773358945,1.1031198246192877,1,0.2611881571567284,1.942985129672965,17.34453323607334,35.87594057669414,-19.73011809825876,triangle_1,74.71337608720017,57.2134725679623,12,1.1657341758564144e-15,0.0,0.1065205866385186,0.1040334163883529,0.1065205866385186,0.1040334163883529
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.7694414960739877,0.6520730209260092,1,-0.6097753712103977,-0.231026451482924,18.766206936653425,6.311999967324921,-19.070871387289568,triangle_1,46.6841401908244,46.49671273394754,13,1.000000000000001,2.5729962394826186e-15,0.0370165233134538,0.1423019901579215,0.0370165233134538,0.1423019901579215
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.0156557715962286,0.9505650464530212,1,1.950277625341132,-0.0233739665922637,14.46276257130628,22.966784397470956,-17.94606039006671,triangle_1,68.42258088209324,37.9194696270992,14,0.4999999999999979,0.8660254037844394,0.1271312192829384,0.1012321913834619,0.1271312192829384,0.1012321913834619
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.3514742952963603,0.8244927691034197,1,0.0675768584373658,1.5680215241048647,11.365799312239584,46.128377338424656,-19.29082247863298,triangle_1,52.5640338354513,64.19123728572521,15,2.05391259555654e-15,-1.6653345369377348e-15,0.1443548483371411,0.0657155693690401,0.1443548483371411,0.0657155693690401
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.526067233875204,0.8874842400551797,1,-0.6013316039049375,-0.6527086474771381,31.08918479209623,39.943882397953445,-19.90583064397893,triangle_1,48.23022256143869,66.46025374866272,16,1.000000000000002,4.215446021515914e-15,0.0293588570683112,0.1334317050622747,0.0293588570683112,0.1334317050622747
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.2283095395239198,0.9701275937998476,1,1.9084074340654995,-0.3405047459088026,30.382342568432744,8.198274922555644,-19.28616057029125,triangle_1,75.10033149694843,37.61564449396949,17,0.499999999999999,0.8660254037844412,0.1162776663215073,0.090751861748941,0.1162776663215073,0.090751861748941
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5773770804183471,1.281670708190757,1,-0.5094734456333362,1.6557362159146527,10.646175118868806,41.19155488602284,-21.77835215091432,triangle_1,95.27930810801436,82.47995617660615,18,-1.6653345369377348e-16,1.9984014443252818e-15,0.1526228221899277,0.0637258123923506,0.1526228221899277,0.0637258123923506
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.579809847824384,1.0511321971813967,1,-0.6444943886956989,-0.8303649070686603,18.64174179658964,6.300982698693154,-21.319932472863847,triangle_1,88.49204506235523,119.0428131522544,19,0.9999999999999998,5.28825285348458e-16,0.0288568628273381,0.1153849095287569,0.0288568628273381,0.1153849095287569
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",3.969203349873109,0.8060512145564034,1,1.805108251543185,-0.0389777344765877,25.25505988355075,36.48665364922861,-22.53963196017013,triangle_1,137.13233609952337,61.37547667802505,20,0.5000000000000031,0.8660254037844412,0.0811765454136175,0.077036077591795,0.0811765454136175,0.077036077591795
